,ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSN FLAG,HCN/CRN FLAG,WMO ID
102469,USR0000CANZ,33.555,-116.673,1194.8,CA,ANZA CALIFORNIA,,,
102470,USR0000CAPT,40.1867,-123.5903,281.3,CA,ALDER POINT CALIFORNIA,,,
102471,USR0000CARR,36.23,-121.4917,298.7,CA,ARROYO SECO (MT. DIABLO) CALIF,,,
102473,USR0000CASC,41.2769,-121.9794,975.4,CA,ASH CREEK CALIFORNIA,,,
102474,USR0000CASH,41.0519,-120.6861,1554.5,CA,ASH VALLEY CALIFORNIA,,,
102475,USR0000CBAC,40.8892,-123.1422,1432.6,CA,BACKBONE CALIFORNIA,,,
102477,USR0000CBAL,38.9056,-120.6972,1426.5,CA,BALD MTN LOC CALIFORNIA,,,
102478,USR0000CBAR,38.0281,-122.7022,378.0,CA,BARNABY CALIFORNIA,,,
102479,USR0000CBAT,37.2319,-119.5083,963.2,CA,BATTERSON CALIFORNIA,,,
102480,USR0000CBBR,40.7333,-123.2333,457.2,CA,BIG BAR CALIFORNIA,,,
102481,USR0000CBCN,33.5417,-117.5917,213.4,CA,BELL CANYON CALIFORNIA,,,
102483,USR0000CBDY,35.8644,-120.8031,163.7,CA,BRADLEY CALIFORNIA,,,
102484,USR0000CBEA,35.8842,-118.0517,2507.9,CA,BEAR PEAK CALIFORNIA,,,
102485,USR0000CBEN,37.8431,-118.4778,1661.2,CA,BENTON CALIFORNIA,,,
102486,USR0000CBEU,33.9306,-116.95,793.7,CA,BEAUMONT CALIFORNIA,,,
102487,USR0000CBEV,34.125,-118.4122,384.0,CA,BEVERLY HILLS CALIFORNIA,,,
102488,USR0000CBEY,35.1397,-118.625,1219.2,CA,BEAR VALLEY CALIFORNIA,,,
102489,USR0000CBGR,39.3975,-121.3861,244.8,CA,BANGOR CALIFORNIA,,,
102491,USR0000CBIH,41.0975,-123.6358,1088.1,CA,BIG HILL CALIFORNIA,,,
102492,USR0000CBIP,34.3789,-117.6919,2108.3,CA,BIG PINES CALIFORNIA,,,
102493,USR0000CBIR,38.0394,-122.57,457.2,CA,BIG ROCK CALIFORNIA,,,
102494,USR0000CBKD,37.95,-121.8844,487.7,CA,BLACK DIAMOND CALIFORNIA,,,
102495,USR0000CBKR,40.2789,-122.4869,213.4,CA,BAKER CALIFORNIA,,,
102497,USR0000CBLD,41.0547,-120.3375,1711.5,CA,BLUE DOOR CALIFORNIA,,,
102499,USR0000CBLQ,41.2694,-123.1875,1815.4,CA,BLUE RIDGE (KNF) CALIFORNIA,,,
102500,USR0000CBLR,40.8892,-123.1422,1219.2,CA,BLUE RIDGE CALIFORNIA,,,
102501,USR0000CBLT,38.5908,-120.9336,275.8,CA,BEN BOLT CALIFORNIA,,,
102503,USR0000CBNL,37.1317,-122.17,801.6,CA,BEN LOMOND CALIFORNIA,,,
102504,USR0000CBOG,40.5981,-121.0831,1722.1,CA,BOGARD R.S. CALIFORNIA,,,
102505,USR0000CBOO,38.9875,-123.3486,196.3,CA,BOONVILLE CALIFORNIA,,,
102506,USR0000CBOR,35.0767,-117.585,881.8,CA,BORON CALIFORNIA,,,
102507,USR0000CBPI,34.3194,-117.0131,2091.2,CA,BIG PINE FLAT CALIFORNIA,,,
102508,USR0000CBR4,38.2719,-119.2892,2026.9,CA,BRIDGEPORT 4NW CALIFORNIA,,,
102509,USR0000CBRA,35.1889,-120.0833,1149.1,CA,BRANCH MOUNTAIN CALIFORNIA,,,
102510,USR0000CBRF,41.295,-120.3133,1889.8,CA,BEAR FLAT CALIFORNIA,,,
102511,USR0000CBRI,37.9442,-122.1178,442.0,CA,BRIONES CALIFORNIA,,,
102512,USR0000CBRK,36.0931,-118.2603,2499.4,CA,BLACKROCK CALIFORNIA,,,
102513,USR0000CBRO,38.7383,-122.1447,107.9,CA,BROOKS CALIFORNIA,,,
102514,USR0000CBSR,36.2356,-121.785,137.2,CA,BIG SUR CALIFORNIA,,,
102515,USR0000CBUC,37.8233,-120.0975,975.4,CA,BUCK MEADOWS CALIFORNIA,,,
102516,USR0000CBUL,40.4808,-120.1139,1339.6,CA,BULL FLAT CALIFORNIA,,,
102517,USR0000CBUR,34.2103,-116.6339,1828.8,CA,BURNS CANYON CALIFORNIA,,,
102518,USR0000CBUT,40.0789,-121.5039,1511.8,CA,BUTTE MEADOWS CALIFORNIA,,,
102519,USR0000CBUU,32.7397,-114.8839,66.1,CA,BUTTERCUP CALIFORNIA,,,
102520,USR0000CBVR,38.4883,-120.325,1524.0,CA,BEAVER CAMP LOC CALIFORNIA,,,
102521,USR0000CBZE,41.6853,-122.5942,914.4,CA,BRAZIE RANCH CALIFORNIA,,,
102522,USR0000CCAA,32.9736,-115.1736,84.7,CA,CAHUILLA CALIFORNIA,,,
102523,USR0000CCAH,36.3469,-121.5108,682.8,CA,CAHOON CALIFORNIA,,,
102524,USR0000CCAL,41.3075,-122.7958,955.9,CA,CALLAHAN CALIFORNIA,,,
102525,USR0000CCAM,32.7214,-116.4631,1049.4,CA,CAMERON FIRE STATION CALIFORNI,,,
102526,USR0000CCAN,41.4342,-120.8678,1314.3,CA,CANBY CALIFORNIA,,,
102527,USR0000CCAR,35.0964,-119.7728,759.0,CA,CARRIZO CALIFORNIA,,,
102528,USR0000CCAS,33.445,-117.4181,707.1,CA,CASE SPRINGS CALIFORNIA,,,
102529,USR0000CCAT,37.4681,-120.1106,365.8,CA,CATHEYS VALLEY CALIFORNIA,,,
102532,USR0000CCDG,36.7878,-118.6561,1438.7,CA,CEDAR GROVE CALIFORNIA,,,
102533,USR0000CCHB,34.1847,-118.7172,502.9,CA,CHEESEBORO CALIFORNIA,,,
102534,USR0000CCHC,39.7119,-121.7789,70.1,CA,CHICO CALIFORNIA,,,
102536,USR0000CCHI,34.3317,-118.0303,1661.2,CA,CHILAO CALIFORNIA,,,
102538,USR0000CCHU,34.8083,-119.0125,1493.5,CA,CHUCHUPATE CALIFORNIA,,,
102539,USR0000CCLA,34.1369,-117.7069,501.4,CA,CLAREMONT CALIFORNIA,,,
102540,USR0000CCLE,34.2711,-118.1525,914.4,CA,CLEAR CREEK CALIFORNIA,,,
102541,USR0000CCLK,33.8767,-117.3089,524.3,CA,CLARK CALIFORNIA,,,
102542,USR0000CCLV,37.5531,-121.8439,374.9,CA,CALAVERAS ROAD CALIFORNIA,,,
102543,USR0000CCMO,36.4108,-118.8092,1966.0,CA,CASE MOUNTAIN CALIFORNIA,,,
102545,USR0000CCOA,33.8744,-117.5492,195.1,CA,CORONA CALIFORNIA,,,
102547,USR0000CCOH,39.8717,-121.7689,528.2,CA,COHASSET CALIFORNIA,,,
102548,USR0000CCOL,41.775,-122.9503,1674.3,CA,COLLINS BALDY CALIFORNIA,,,
102549,USR0000CCON,34.1942,-116.9131,1712.4,CA,CONVERSE CALIFORNIA,,,
102550,USR0000CCOO,40.2569,-124.2661,899.2,CA,COOSKIE MOUNTAIN CALIFORNIA,,,
102552,USR0000CCOR,36.9911,-121.7978,137.2,CA,CORRALITOS CALIFORNIA,,,
102554,USR0000CCOU,39.0189,-122.4119,635.5,CA,COUNTY LINE CALIFORNIA,,,
102555,USR0000CCP9,34.3617,-118.4217,1219.2,CA,CAMP 9 CALIFORNIA,,,
102557,USR0000CCRA,37.7617,-119.8247,2025.1,CA,CRANE FLAT LOOKOUT CALIFORNIA,,,
102558,USR0000CCRE,37.745,-118.9833,2316.5,CA,CRESTVIEW CALIFORNIA,,,
102559,USR0000CCRN,39.9389,-122.1697,89.6,CA,CORNING CALIFORNIA,,,
102561,USR0000CCRR,40.0686,-121.5825,1466.7,CA,CARPENTER RIDGE CALIFORNIA,,,
102562,USR0000CCRT,33.7403,-116.8414,594.4,CA,CRANSTON CALIFORNIA,,,
102563,USR0000CCRZ,41.9919,-123.6036,1210.1,CA,CRAZY PEAK CALIFORNIA,,,
102564,USR0000CCSH,40.0017,-120.915,1377.7,CA,CASHMAN CALIFORNIA,,,
102565,USR0000CCST,34.8333,-119.3667,189.0,CA,CASITAS CALIFORNIA,,,
102569,USR0000CDES,32.8569,-116.6222,1060.7,CA,DESCANSO CALIFORNIA,,,
102571,USR0000CDGR,41.53,-120.6714,1530.7,CA,DEVILS GARDEN CALIFORNIA,,,
102572,USR0000CDIA,37.3292,-121.2939,563.9,CA,DIABLO GRANDE CALIFORNIA,,,
102574,USR0000CDMC,35.5317,-118.6303,718.1,CA,DEMOCRAT CALIFORNIA,,,
102575,USR0000CDNK,37.0664,-119.0394,1727.6,CA,DINKEY CALIFORNIA,,,
102576,USR0000CDNO,34.0092,-119.6542,243.8,CA,DELNORTE CALIFORNIA,,,
102577,USR0000CDOG,39.5619,-120.0478,1821.5,CA,DOG VALLEY CALIFORNIA,,,
102578,USR0000CDOR,39.3036,-121.1172,617.2,CA,DORRIS RANCH CALIFORNIA,,,
102580,USR0000CDOY,40.0222,-120.1056,1292.4,CA,DOYLE CALIFORNIA,,,
102581,USR0000CDPP,37.63,-119.0933,2304.3,CA,DEVILS POST PILE CALIFORNIA,,,
102584,USR0000CDUN,39.1439,-120.5089,2164.1,CA,DUNCAN CALIFORNIA,,,
102585,USR0000CDVA,34.4311,-118.6828,389.5,CA,DEL VALLE CALIFORNIA,,,
102586,USR0000CDVR,34.2211,-117.4044,627.0,CA,DEVORE CALIFORNIA,,,
102587,USR0000CEAG,39.9278,-122.6569,1131.7,CA,EAGLE PEAK CALIFORNIA,,,
102589,USR0000CEEC,40.1383,-123.8236,135.9,CA,EEL RIVER CAMP CALIFORNIA,,,
102590,USR0000CEEL,39.8333,-123.0833,457.2,CA,EEL RIVER CALIFORNIA,,,
102591,USR0000CELC,33.6472,-117.4111,926.0,CA,EL CARISO CALIFORNIA,,,
102592,USR0000CELI,38.0631,-120.2469,1503.6,CA,MOUNT ELIZABETH CALIFORNIA,,,
102593,USR0000CELM,34.6344,-117.5503,877.8,CA,EL MIRAGE CALIFORNIA,,,
102595,USR0000CESP,38.2428,-120.515,780.0,CA,ESPERANZA CALIFORNIA,,,
102597,USR0000CFAN,36.8839,-119.4658,280.4,CA,FANCHER CREEK CALIFORNIA,,,
102598,USR0000CFAW,34.2661,-116.8989,2103.1,CA,FAWNSKIN CALIFORNIA,,,
102599,USR0000CFEN,36.9614,-119.175,1538.6,CA,FENCE MEADOW CALIFORNIA,,,
102600,USR0000CFHL,36.0117,-121.2417,335.3,CA,FORT HUNTER LIGGET CALIFORNIA,,,
102601,USR0000CFIG,34.7331,-120.0067,975.4,CA,FIGUEROA CALIFORNIA,,,
102602,USR0000CFIS,32.9903,-116.0669,231.6,CA,FISH CREEK MTN CALIFORNIA,,,
102603,USR0000CFIV,35.8717,-117.9183,1264.9,CA,FIVE MILE CALIFORNIA,,,
102604,USR0000CFO1,36.6269,-121.7981,140.2,CA,FORT ORD #1 CALIFORNIA,,,
102605,USR0000CFO2,36.6269,-121.7864,149.4,CA,FORT ORD #2 CALIFORNIA,,,
102606,USR0000CFOR,39.0914,-120.7317,1327.4,CA,FORESTHILL CALIFORNIA,,,
102607,USR0000CFOU,35.8922,-118.915,64.0,CA,FOUNTAIN SPRINGS CALIFORNIA,,,
102608,USR0000CFRE,33.8081,-117.7111,542.8,CA,FREMONT CANYON CALIFORNIA,,,
102609,USR0000CFRI,40.505,-123.3417,1219.2,CA,FRIEND MOUNTAIN CALIFORNIA,,,
102610,USR0000CFSL,37.4783,-118.4078,1371.6,CA,FISH SLOUGH CALIFORNIA,,,
102612,USR0000CGAS,41.8458,-123.9792,152.4,CA,GASQUET CALIFORNIA,,,
102613,USR0000CGHP,40.7817,-120.7844,1877.0,CA,GRASSHOPPER CALIFORNIA,,,
102614,USR0000CGOO,33.0736,-116.8458,466.3,CA,GOOSE VALLEY CALIFORNIA,,,
102615,USR0000CGOR,40.7586,-120.8961,1889.8,CA,GORDON CALIFORNIA,,,
102616,USR0000CGRA,34.5356,-117.0258,1438.7,CA,GRANITE MOUNTAIN CALIFORNIA,,,
102618,USR0000CGSP,37.8331,-120.5,310.9,CA,GREEN SPRING CALIFORNIA,,,
102621,USR0000CGZF,38.6197,-120.5614,1140.0,CA,GRIZZLY FLAT CALIFORNIA,,,
102622,USR0000CHAS,36.3886,-121.5517,574.5,CA,HASTINGS CALIFORNIA,,,
102623,USR0000CHAW,38.7817,-122.9169,609.6,CA,HAWKEYE CALIFORNIA,,,
102624,USR0000CHAY,40.55,-123.165,708.1,CA,HAYFORK CALIFORNIA,,,
102625,USR0000CHEL,39.0717,-120.4217,1597.2,CA,HELL HOLE CALIFORNIA,,,
102627,USR0000CHER,36.3825,-120.8558,1137.8,CA,HERNANDEZ CALIFORNIA,,,
102628,USR0000CHGL,39.2083,-122.8083,1475.2,CA,HIGH GLADE LOOKOUT CALIFORNIA,,,
102629,USR0000CHIG,37.3147,-119.0383,2256.4,CA,HIGH SIERRA CALIFORNIA,,,
102630,USR0000CHLD,39.0308,-123.0806,817.5,CA,HOPLAND CALIFORNIA,,,
102631,USR0000CHLR,36.8422,-121.3622,123.1,CA,HOLLISTER CALIFORNIA,,,
102633,USR0000CHNM,36.5625,-117.4736,2097.0,CA,HUNTER MOUNTAIN CALIFORNIA,,,
102634,USR0000CHOL,40.6306,-120.5028,1554.5,CA,HORSE LAKE CALIFORNIA,,,
102635,USR0000CHOO,41.0478,-123.6714,114.3,CA,HOOPA CALIFORNIA,,,
102636,USR0000CHOR,35.7706,-115.9092,1524.0,CA,HORSE THIEF SPRINGS CALIFORNIA,,,
102639,USR0000CHUR,37.0153,-119.5678,366.1,CA,HURLEY CALIFORNIA,,,
102640,USR0000CIND,41.7417,-121.5383,1453.9,CA,INDIAN WELL CALIFORNIA,,,
102642,USR0000CJAR,39.7358,-121.4889,759.0,CA,JARBO GAP CALIFORNIA,,,
102644,USR0000CJER,37.5436,-119.8386,1188.7,CA,JERSEYDALE CALIFORNIA,,,
102645,USR0000CJFL,33.7781,-117.085,646.2,CA,JUNIPER FLAT CALIFORNIA,,,
102646,USR0000CJOH,35.9717,-118.545,1432.6,CA,JOHNSONDALE CALIFORNIA,,,
102647,USR0000CJOR,39.7833,-121.3667,1341.1,CA,JORDAN CREEK CALIFORNIA,,,
102648,USR0000CJUA,41.7861,-122.0056,1645.9,CA,JUANITA LAKE CALIFORNIA,,,
102649,USR0000CJUL,33.0758,-116.5908,1292.4,CA,JULIAN CALIFORNIA,,,
102650,USR0000CJUN,41.3322,-120.4725,1332.6,CA,JUNIPER CREEK CALIFORNIA,,,
102651,USR0000CKEE,33.6667,-116.7667,1499.6,CA,KEENWILD CALIFORNIA,,,
102652,USR0000CKER,35.755,-118.4167,829.1,CA,KERNVILLE CALIFORNIA,,,
102653,USR0000CKET,36.0333,-120.0569,246.9,CA,KETTLEMAN HILLS CALIFORNIA,,,
102655,USR0000CKNO,38.8619,-122.4172,670.6,CA,KNOXVILLE CREEK CALIFORNIA,,,
102656,USR0000CKON,38.9119,-122.7064,659.3,CA,KONOCTI CALIFORNIA,,,
102657,USR0000CLAB,37.0547,-121.0531,106.7,CA,LOS BANOS CALIFORNIA,,,
102659,USR0000CLAG,32.8797,-116.4203,1755.6,CA,MT. LAGUNA CALIFORNIA,,,
102660,USR0000CLAH,37.3053,-122.255,265.8,CA,LA HONDA CALIFORNIA,,,
102661,USR0000CLAP,35.3811,-120.1875,496.8,CA,LA PANZA CALIFORNIA,,,
102662,USR0000CLAR,35.4783,-117.6989,1338.1,CA,LAURAL MOUNTAIN CALIFORNIA,,,
102663,USR0000CLAS,40.3442,-121.7136,1267.7,CA,LASSEN LODGE CALIFORNIA,,,
102664,USR0000CLAU,40.1417,-120.3533,1767.8,CA,LAUFMAN CALIFORNIA,,,
102665,USR0000CLAY,39.7022,-123.485,554.7,CA,LAYTONVILLE CALIFORNIA,,,
102666,USR0000CLDR,40.8072,-121.2967,1752.6,CA,LADDER BUTTE CALIFORNIA,,,
102667,USR0000CLEO,34.0456,-118.9358,15.2,CA,LEO CARRILLO CALIFORNIA,,,
102668,USR0000CLGA,37.2028,-121.9428,609.6,CA,LOS GATOS CALIFORNIA,,,
102670,USR0000CLHO,34.0178,-116.1878,1280.2,CA,LOST HORSE CALIFORNIA,,,
102671,USR0000CLIN,38.8825,-121.2683,61.0,CA,LINCOLN CALIFORNIA,,,
102673,USR0000CLKL,41.9992,-121.7003,1249.1,CA,LOWER KLAMATH CALIFORNIA,,,
102675,USR0000CLOP,34.5358,-119.7833,310.9,CA,LOS PRIETOS CALIFORNIA,,,
102677,USR0000CLSF,33.2889,-117.4389,30.5,CA,LAS FLORES CALIFORNIA,,,
102678,USR0000CLST,35.6564,-120.9242,303.0,CA,LAS TABLAS CALIFORNIA,,,
102679,USR0000CLTU,34.2936,-118.3608,423.7,CA,LITTLE TUJUNGA CALIFORNIA,,,
102681,USR0000CLVR,37.7119,-121.8136,243.8,CA,LIVERMORE CALIFORNIA,,,
102682,USR0000CLYO,39.1258,-123.0736,975.4,CA,LYONS VALLEY CALIFORNIA,,,
102683,USR0000CLYT,34.2339,-117.4803,851.0,CA,LYTLE CREEK CALIFORNIA,,,
102684,USR0000CMAD,40.4633,-123.5239,845.8,CA,MAD RIVER CALIFORNIA,,,
102685,USR0000CMAL,34.0583,-118.6333,480.1,CA,MALIBU HILLS CALIFORNIA,,,
102686,USR0000CMAN,40.54,-121.5803,1725.2,CA,MANZANITA LAKE CALIFORNIA,,,
102687,USR0000CMAP,40.7964,-123.9367,512.1,CA,MAPLE CREEK CALIFORNIA,,,
102688,USR0000CMAR,37.5128,-119.6047,1950.7,CA,MARIPOSA GROVE CALIFORNIA,,,
102689,USR0000CMCB,34.0836,-117.0347,899.2,CA,MILL CREEK (BDF) CALIFORNIA,,,
102691,USR0000CMCG,39.3528,-123.6011,180.7,CA,MCGUIRES CALIFORNIA,,,
102692,USR0000CMEA,34.3906,-116.5169,883.9,CA,MEANS LAKE CALIFORNIA,,,
102693,USR0000CMEN,39.8075,-122.945,1652.0,CA,MENDOCINO PASS CALIFORNIA,,,
102694,USR0000CMER,37.6528,-120.0883,792.5,CA,MERCED RIVER CALIFORNIA,,,
102696,USR0000CMET,37.4094,-119.7681,937.9,CA,METCALF GAP CALIFORNIA,,,
102697,USR0000CMEY,38.8489,-120.0181,1923.3,CA,MEYERS CALIFORNIA,,,
102698,USR0000CMID,35.1231,-115.4114,1649.9,CA,MID HILLS CALIFORNIA,,,
102699,USR0000CMIL,34.3903,-118.0825,1530.4,CA,MILL CREEK (ANF) CALIFORNIA,,,
102700,USR0000CMIO,36.2314,-118.8689,586.1,CA,MILO CALIFORNIA,,,
102701,USR0000CMLR,37.8172,-121.7789,621.8,CA,MALLORY RIDGE CALIFORNIA,,,
102702,USR0000CMNC,34.4614,-119.6481,457.2,CA,MONTECITO CALIFORNIA,,,
102703,USR0000CMOD,41.4589,-120.3536,1335.0,CA,MODOC NWR CALIFORNIA,,,
102704,USR0000CMOJ,35.0531,-116.0794,289.6,CA,MOJAVE RIVER SINK CALIFORNIA,,,
102705,USR0000CMOR,34.3175,-117.5019,1005.8,CA,MORMON ROCK CALIFORNIA,,,
102706,USR0000CMOU,37.0544,-119.3711,1249.7,CA,MOUNTAIN REST CALIFORNIA,,,
102708,USR0000CMRK,38.6833,-119.7667,1676.7,CA,MARKLEEVILLE CALIFORNIA,,,
102709,USR0000CMS2,41.3156,-122.3156,0.0,CA,MT. SHASTA CALIFORNIA,,,
102710,USR0000CMSA,37.5042,-119.9869,680.0,CA,MARIPOSA CALIFORNIA,,,
102711,USR0000CMTD,37.8817,-121.9142,1173.2,CA,MT. DIABLO CALIFORNIA,,,
102712,USR0000CMTZ,38.3894,-120.6511,902.2,CA,MOUNT ZION CALIFORNIA,,,
102714,USR0000CNFO,37.2331,-119.5047,829.1,CA,NORTH FORK CALIFORNIA,,,
102717,USR0000COAB,40.6506,-122.6056,404.2,CA,OAK BOTTOM CALIFORNIA,,,
102718,USR0000COAK,41.8386,-122.85,591.3,CA,OAK KNOLL CALIFORNIA,,,
102719,USR0000COAM,41.0064,-121.9833,518.2,CA,OAK MOUNTAIN CALIFORNIA,,,
102720,USR0000COCR,36.8425,-118.2594,1479.8,CA,OAK CREEK CALIFORNIA,,,
102721,USR0000COJA,34.4483,-119.2303,233.2,CA,OJAI CALIFORNIA,,,
102722,USR0000COKG,33.3933,-116.795,838.8,CA,OAK GROVE CALIFORNIA,,,
102723,USR0000COKN,37.865,-122.2208,427.6,CA,OAKLAND NORTH CALIFORNIA,,,
102724,USR0000COKO,36.1753,-118.7017,987.6,CA,OAK OPENING CALIFORNIA,,,
102725,USR0000COKS,37.7861,-122.1447,333.8,CA,OAKLAND SOUTH CALIFORNIA,,,
102726,USR0000COPA,35.1542,-117.1756,987.6,CA,OPAL MOUNTAIN CALIFORNIA,,,
102728,USR0000COWE,38.7333,-120.245,1597.2,CA,OWENS CAMP LOC CALIFORNIA,,,
102729,USR0000COWV,37.39,-118.5506,1414.3,CA,OWENS VALLEY CALIFORNIA,,,
102730,USR0000COZE,34.6819,-119.3539,1118.6,CA,OZENA CALIFORNIA,,,
102731,USR0000CPAN,36.1203,-117.0878,2097.0,CA,PANAMINT CALIFORNIA,,,
102732,USR0000CPAR,35.8989,-120.4319,467.9,CA,PARKFIELD CALIFORNIA,,,
102733,USR0000CPAT,40.295,-122.8667,1066.8,CA,PATTY MOCUS CALIFORNIA,,,
102736,USR0000CPHI,33.0164,-116.6339,0.0,CA,PINE HILLS CALIFORNIA,,,
102737,USR0000CPIC,32.95,-114.7322,256.0,CA,PICACHO WASH CALIFORNIA,,,
102738,USR0000CPIE,40.2461,-120.6422,1737.4,CA,PIERCE CALIFORNIA,,,
102739,USR0000CPIH,36.6853,-119.0,1237.5,CA,PINEHURST CALIFORNIA,,,
102740,USR0000CPIK,39.475,-121.2025,1132.0,CA,PIKE COUNTY LOOKOUT CALIFORNIA,,,
102741,USR0000CPIL,38.8325,-121.0086,365.8,CA,PILOT HILL CALIFORNIA,,,
102743,USR0000CPIR,34.4044,-118.81,187.1,CA,PIRU CALIFORNIA,,,
102744,USR0000CPKR,36.7242,-118.9425,2298.2,CA,PARK RIDGE CALIFORNIA,,,
102745,USR0000CPNN,36.4708,-121.1472,402.9,CA,PINNACLES CALIFORNIA,,,
102747,USR0000CPOP,34.7325,-118.3833,841.2,CA,POPPY PARK CALIFORNIA,,,
102749,USR0000CPOT,32.6058,-116.6089,714.8,CA,POTRERO CALIFORNIA,,,
102750,USR0000CPOV,37.4431,-121.7706,629.7,CA,POVERTY CALIFORNIA,,,
102751,USR0000CPRD,36.7269,-120.7658,619.4,CA,PANOCHE ROAD CALIFORNIA,,,
102752,USR0000CPUL,37.475,-122.2981,196.3,CA,PULGAS CALIFORNIA,,,
102753,USR0000CQUA,41.5992,-122.9336,1287.8,CA,QUARTZ HILL CALIFORNIA,,,
102754,USR0000CQUI,39.9733,-120.9419,1066.8,CA,QUINCY RD CALIFORNIA,,,
102757,USR0000CRAV,40.7308,-120.3164,1614.8,CA,RAVENDALE CALIFORNIA,,,
102758,USR0000CRCH,33.2222,-116.4975,1345.7,CA,RANCHITA CALIFORNIA,,,
102759,USR0000CRDR,39.3036,-121.1172,599.8,CA,READER RANCH CALIFORNIA,,,
102761,USR0000CREA,40.5158,-122.2906,152.4,CA,REDDING AIRPORT CALIFORNIA,,,
102764,USR0000CRIC,34.0608,-114.7322,249.9,CA,RICE VALLEY CALIFORNIA,,,
102766,USR0000CROC,37.5514,-118.6672,2145.8,CA,ROCK CREEK,,,
102767,USR0000CROD,39.6681,-123.3211,740.1,CA,RODEO VALLEY,,,
102768,USR0000CROS,34.5431,-119.1842,1015.3,CA,ROSE VALLEY CALIFORNIA,,,
102769,USR0000CROU,41.4272,-121.4639,1602.6,CA,ROUND MOUNTAIN,,,
102770,USR0000CRSP,37.5019,-121.7355,932.7,CA,ROSE PEAK CALIFORNIA,,,
102771,USR0000CRTL,36.4069,-118.4217,2621.3,CA,RATTLESNAKE CALIFORNIA,,,
102772,USR0000CRUS,41.2944,-120.8639,1463.0,CA,RUSH CREEK CALIFORNIA,,,
102773,USR0000CRUT,40.2506,-123.3158,832.7,CA,RUTH CALIFORNIA,,,
102774,USR0000CSAC,39.4172,-122.1825,36.6,CA,SACRAMENTO NWR CALIFORNIA,,,
102775,USR0000CSAD,34.6847,-117.8208,789.4,CA,SADDLEBACK BUTTE CALIFORNIA,,,
102778,USR0000CSAU,34.425,-118.525,442.0,CA,SAUGUS CALIFORNIA,,,
102779,USR0000CSAW,41.3003,-123.1322,668.1,CA,SAWYERS BAR CALIFORNIA,,,
102780,USR0000CSBB,33.4833,-119.0333,53.6,CA,SANTA BARBARA ISLAND CALIFORNI,,,
102781,USR0000CSCI,33.9958,-119.7222,76.2,CA,SANTA CRUZ ISLAND CALIFORNIA,,,
102782,USR0000CSCN,41.1117,-122.6967,1341.1,CA,SCORPION CALIFORNIA,,,
102783,USR0000CSDC,39.425,-122.9772,540.4,CA,SODA CREEK CALIFORNIA,,,
102784,USR0000CSDD,39.6375,-120.8653,2033.0,CA,SADDLEBACK CALIFORNIA,,,
102785,USR0000CSEC,39.1836,-120.8847,861.4,CA,SECRET TOWN CALIFORNIA,,,
102786,USR0000CSFD,34.1208,-117.9458,152.4,CA,SANTA FE DAM CALIFORNIA,,,
102787,USR0000CSHA,37.135,-119.2561,1751.4,CA,SHAVER CALIFORNIA,,,
102788,USR0000CSHH,41.1383,-123.9056,804.7,CA,SCHOOL HOUSE CALIFORNIA,,,
102789,USR0000CSHI,41.7358,-123.7917,1615.4,CA,SHIP MTN. CALIFORNIA,,,
102790,USR0000CSHQ,36.5672,-118.9556,1240.2,CA,SHADEQUARTER CALIFORNIA,,,
102791,USR0000CSIM,41.075,-122.3733,731.5,CA,SIMS CALIFORNIA,,,
102792,USR0000CSIV,34.2911,-118.8144,278.6,CA,SIMI VALLEY CALIFORNIA,,,
102794,USR0000CSLA,41.8586,-123.3525,1423.4,CA,SLATER BUTTE CALIFORNIA,,,
102796,USR0000CSMI,32.685,-116.9736,129.5,CA,SAN MIGUEL CALIFORNIA,,,
102797,USR0000CSNL,37.1822,-120.7939,19.8,CA,SAN LUIS NWR CALIFORNIA,,,
102798,USR0000CSNR,36.3478,-120.5978,1524.0,CA,SANTA RITA CALIFORNIA,,,
102800,USR0000CSOL,40.9258,-121.5856,1130.8,CA,SOLDIER MOUNTAIN CALIFORNIA,,,
102801,USR0000CSOM,41.39,-123.4958,280.4,CA,SOMES BAR CALIFORNIA,,,
102802,USR0000CSQS,35.37,-117.5683,1103.4,CA,SQUAW SPRINGS CALIFORNIA,,,
102803,USR0000CSQU,32.9083,-114.4944,91.4,CA,SQUAW LAKE CALIFORNIA,,,
102804,USR0000CSRI,33.9778,-120.0778,395.6,CA,SANTA ROSA ISLAND CALIFORNIA,,,
102805,USR0000CSRO,33.5286,-117.2306,603.5,CA,SANTA ROSA PLATEAU CALIFORNIA,,,
102806,USR0000CSRS,38.4786,-122.7119,175.6,CA,SANTA ROSA CALIFORNIA,,,
102807,USR0000CSTA,39.4833,-120.075,2093.1,CA,STAMPEDE CALIFORNIA,,,
102808,USR0000CSTO,39.3669,-122.575,365.8,CA,STONYFORD CALIFORNIA,,,
102809,USR0000CSUF,40.9167,-122.4383,1280.2,CA,SUGARLOAF (SHF) CALIFORNIA,,,
102810,USR0000CSUG,36.7267,-118.675,2475.0,CA,SUGARLOAF CALIFORNIA,,,
102811,USR0000CSVA,37.5625,-122.4364,327.7,CA,SPRING VALLEY CALIFORNIA,,,
102812,USR0000CTAL,33.4781,-117.4858,366.7,CA,TALEGA CALIFORNIA,,,
102813,USR0000CTAN,34.2069,-117.7606,792.5,CA,TANBARK CALIFORNIA,,,
