YearMonth,temp_bins,0
198511,70-79F,6
198511,80-89F,0
198511,90-99F,0
198511,>100F,0
198512,20-29F,0
198512,30-39F,1
198512,40-49F,10
198512,50-59F,18
198512,60-69F,2
198512,70-79F,0
198512,80-89F,0
198512,90-99F,0
198512,>100F,0
198601,20-29F,0
198601,30-39F,0
198601,40-49F,2
198601,50-59F,24
198601,60-69F,5
198601,70-79F,0
198601,80-89F,0
198601,90-99F,0
198601,>100F,0
198602,20-29F,0
198602,30-39F,0
198602,40-49F,0
198602,50-59F,15
198602,60-69F,12
198602,70-79F,1
198602,80-89F,0
198602,90-99F,0
198602,>100F,0
198603,20-29F,0
198603,30-39F,0
198603,40-49F,0
198603,50-59F,8
198603,60-69F,13
198603,70-79F,10
198603,80-89F,0
198603,90-99F,0
198603,>100F,0
198604,20-29F,0
198604,30-39F,0
198604,40-49F,0
198604,50-59F,8
198604,60-69F,11
198604,70-79F,9
198604,80-89F,2
198604,90-99F,0
198604,>100F,0
198605,20-29F,0
198605,30-39F,0
198605,40-49F,0
198605,50-59F,2
198605,60-69F,10
198605,70-79F,11
198605,80-89F,7
198605,90-99F,1
198605,>100F,0
198606,20-29F,0
198606,30-39F,0
198606,40-49F,0
198606,50-59F,0
198606,60-69F,4
198606,70-79F,14
198606,80-89F,8
198606,90-99F,4
198606,>100F,0
198607,20-29F,0
198607,30-39F,0
198607,40-49F,0
198607,50-59F,0
198607,60-69F,0
198607,70-79F,11
198607,80-89F,12
198607,90-99F,8
198607,>100F,0
198608,20-29F,0
198608,30-39F,0
198608,40-49F,0
198608,50-59F,0
198608,60-69F,0
198608,70-79F,6
198608,80-89F,17
198608,90-99F,8
198608,>100F,0
198609,20-29F,0
198609,30-39F,0
198609,40-49F,0
198609,50-59F,0
198609,60-69F,10
198609,70-79F,12
198609,80-89F,7
198609,90-99F,1
198609,>100F,0
198610,20-29F,0
198610,30-39F,0
198610,40-49F,0
198610,50-59F,0
198610,60-69F,6
198610,70-79F,18
198610,80-89F,7
198610,90-99F,0
198610,>100F,0
198611,20-29F,0
198611,30-39F,0
198611,40-49F,0
198611,50-59F,3
198611,60-69F,21
198611,70-79F,6
198611,80-89F,0
198611,90-99F,0
198611,>100F,0
198612,20-29F,0
198612,30-39F,0
198612,40-49F,12
198612,50-59F,17
198612,60-69F,2
198612,70-79F,0
198612,80-89F,0
198612,90-99F,0
198612,>100F,0
198701,20-29F,0
198701,30-39F,1
198701,40-49F,8
198701,50-59F,19
198701,60-69F,3
198701,70-79F,0
198701,80-89F,0
198701,90-99F,0
198701,>100F,0
198702,20-29F,0
198702,30-39F,0
198702,40-49F,0
198702,50-59F,15
198702,60-69F,13
198702,70-79F,0
198702,80-89F,0
198702,90-99F,0
198702,>100F,0
198703,20-29F,0
198703,30-39F,0
198703,40-49F,1
198703,50-59F,13
198703,60-69F,16
198703,70-79F,1
198703,80-89F,0
198703,90-99F,0
198703,>100F,0
198704,20-29F,0
198704,30-39F,0
198704,40-49F,0
198704,50-59F,0
198704,60-69F,10
198704,70-79F,13
198704,80-89F,7
198704,90-99F,0
198704,>100F,0
198705,20-29F,0
198705,30-39F,0
198705,40-49F,0
198705,50-59F,2
198705,60-69F,14
198705,70-79F,4
198705,80-89F,7
198705,90-99F,4
198705,>100F,0
198707,20-29F,0
198707,30-39F,0
198707,40-49F,0
198707,50-59F,0
198707,60-69F,6
198707,70-79F,17
198707,80-89F,6
198707,90-99F,2
198707,>100F,0
198708,20-29F,0
198708,30-39F,0
198708,40-49F,0
198708,50-59F,0
198708,60-69F,1
198708,70-79F,14
198708,80-89F,8
198708,90-99F,8
198708,>100F,0
198709,20-29F,0
198709,30-39F,0
198709,40-49F,0
198709,50-59F,0
198709,60-69F,3
198709,70-79F,9
198709,80-89F,12
198709,90-99F,6
198709,>100F,0
198710,20-29F,0
198710,30-39F,0
198710,40-49F,0
198710,50-59F,0
198710,60-69F,11
198710,70-79F,12
198710,80-89F,4
198710,90-99F,4
198710,>100F,0
198711,20-29F,0
198711,30-39F,0
198711,40-49F,0
198711,50-59F,21
198711,60-69F,9
198711,70-79F,0
198711,80-89F,0
198711,90-99F,0
198711,>100F,0
198712,20-29F,0
198712,30-39F,0
198712,40-49F,16
198712,50-59F,12
198712,60-69F,3
198712,70-79F,0
198712,80-89F,0
198712,90-99F,0
198712,>100F,0
198801,20-29F,0
198801,30-39F,2
198801,40-49F,5
198801,50-59F,20
198801,60-69F,4
198801,70-79F,0
198801,80-89F,0
198801,90-99F,0
198801,>100F,0
198802,20-29F,0
198802,30-39F,0
198802,40-49F,2
198802,50-59F,6
198802,60-69F,21
198802,70-79F,0
198802,80-89F,0
198802,90-99F,0
198802,>100F,0
198803,20-29F,0
198803,30-39F,0
198803,40-49F,0
198803,50-59F,7
198803,60-69F,16
198803,70-79F,7
198803,80-89F,1
198803,90-99F,0
198803,>100F,0
198804,20-29F,0
198804,30-39F,0
198804,40-49F,0
198804,50-59F,8
198804,60-69F,11
198804,70-79F,8
198804,80-89F,3
198804,90-99F,0
198804,>100F,0
198805,20-29F,0
198805,30-39F,0
198805,40-49F,0
198805,50-59F,5
198805,60-69F,11
198805,70-79F,7
198805,80-89F,6
198805,90-99F,2
198805,>100F,0
198806,20-29F,0
198806,30-39F,0
198806,40-49F,0
198806,50-59F,0
198806,60-69F,7
198806,70-79F,9
198806,80-89F,10
198806,90-99F,4
198806,>100F,0
198807,20-29F,0
198807,30-39F,0
198807,40-49F,0
198807,50-59F,0
198807,60-69F,0
198807,70-79F,7
198807,80-89F,6
198807,90-99F,17
198807,>100F,1
198808,20-29F,0
198808,30-39F,0
198808,40-49F,0
198808,50-59F,0
198808,60-69F,3
198808,70-79F,8
198808,80-89F,10
198808,90-99F,10
198808,>100F,0
198809,20-29F,0
198809,30-39F,0
198809,40-49F,0
198809,50-59F,0
198809,60-69F,1
198809,70-79F,9
198809,80-89F,16
198809,90-99F,3
198809,>100F,1
198810,20-29F,0
198810,30-39F,0
198810,40-49F,0
198810,50-59F,2
198810,60-69F,10
198810,70-79F,9
198810,80-89F,10
198810,90-99F,0
198810,>100F,0
198811,20-29F,0
198811,30-39F,0
198811,40-49F,0
198811,50-59F,22
198811,60-69F,6
198811,70-79F,1
198811,80-89F,1
198811,90-99F,0
198811,>100F,0
198812,20-29F,0
198812,30-39F,1
198812,40-49F,14
198812,50-59F,10
198812,60-69F,6
198812,70-79F,0
198812,80-89F,0
198812,90-99F,0
198812,>100F,0
198901,20-29F,0
198901,30-39F,1
198901,40-49F,12
198901,50-59F,16
198901,60-69F,2
198901,70-79F,0
198901,80-89F,0
198901,90-99F,0
198901,>100F,0
198902,20-29F,0
198902,30-39F,5
198902,40-49F,5
198902,50-59F,13
198902,60-69F,5
198902,70-79F,0
198902,80-89F,0
198902,90-99F,0
198902,>100F,0
198903,20-29F,0
198903,30-39F,0
198903,40-49F,2
198903,50-59F,11
198903,60-69F,18
198903,70-79F,0
198903,80-89F,0
198903,90-99F,0
198903,>100F,0
198904,20-29F,0
198904,30-39F,0
198904,40-49F,0
198904,50-59F,4
198904,60-69F,10
198904,70-79F,10
198904,80-89F,6
198904,90-99F,0
198904,>100F,0
198905,20-29F,0
198905,30-39F,0
198905,40-49F,0
198905,50-59F,2
198905,60-69F,12
198905,70-79F,11
198905,80-89F,6
198905,90-99F,0
198905,>100F,0
198906,20-29F,0
198906,30-39F,0
198906,40-49F,0
198906,50-59F,0
198906,60-69F,8
198906,70-79F,11
198906,80-89F,8
198906,90-99F,3
198906,>100F,0
198907,20-29F,0
198907,30-39F,0
198907,40-49F,0
198907,50-59F,0
198907,60-69F,0
198907,70-79F,11
198907,80-89F,13
198907,90-99F,6
198907,>100F,1
198908,20-29F,0
198908,30-39F,0
198908,40-49F,0
198908,50-59F,0
198908,60-69F,0
198908,70-79F,10
198908,80-89F,18
198908,90-99F,3
198908,>100F,0
198909,20-29F,0
198909,30-39F,0
198909,40-49F,0
198909,50-59F,0
198909,60-69F,6
198909,70-79F,12
198909,80-89F,9
198909,90-99F,3
198909,>100F,0
198910,20-29F,0
198910,30-39F,0
198910,40-49F,0
198910,50-59F,4
198910,60-69F,12
198910,70-79F,8
198910,80-89F,7
198910,90-99F,0
198910,>100F,0
198911,20-29F,0
198911,30-39F,0
198911,40-49F,2
198911,50-59F,9
198911,60-69F,15
198911,70-79F,4
198911,80-89F,0
198911,90-99F,0
198911,>100F,0
198912,20-29F,0
198912,30-39F,1
198912,40-49F,8
198912,50-59F,18
198912,60-69F,4
198912,70-79F,0
198912,80-89F,0
198912,90-99F,0
198912,>100F,0
199001,20-29F,0
199001,30-39F,0
199001,40-49F,7
199001,50-59F,21
199001,60-69F,3
199001,70-79F,0
199001,80-89F,0
199001,90-99F,0
199001,>100F,0
199002,20-29F,0
199002,30-39F,0
199002,40-49F,10
199002,50-59F,14
199002,60-69F,4
199002,70-79F,0
199002,80-89F,0
199002,90-99F,0
199002,>100F,0
199003,20-29F,0
199003,30-39F,0
199003,40-49F,0
199003,50-59F,13
199003,60-69F,13
199003,70-79F,5
199003,80-89F,0
199003,90-99F,0
199003,>100F,0
199004,20-29F,0
199004,30-39F,0
199004,40-49F,0
199004,50-59F,2
199004,60-69F,14
199004,70-79F,10
199004,80-89F,4
199004,90-99F,0
199004,>100F,0
199005,20-29F,0
199005,30-39F,0
199005,40-49F,0
199005,50-59F,1
199005,60-69F,16
199005,70-79F,8
199005,80-89F,5
199005,90-99F,1
199005,>100F,0
199006,20-29F,0
199006,30-39F,0
199006,40-49F,0
199006,50-59F,0
199006,60-69F,1
199006,70-79F,18
199006,80-89F,6
199006,90-99F,5
199006,>100F,0
199007,20-29F,0
199007,30-39F,0
199007,40-49F,0
199007,50-59F,0
199007,60-69F,0
199007,70-79F,9
199007,80-89F,15
199007,90-99F,7
199007,>100F,0
199008,20-29F,0
199008,30-39F,0
199008,40-49F,0
199008,50-59F,0
199008,60-69F,0
199008,70-79F,11
199008,80-89F,13
199008,90-99F,6
199008,>100F,1
199009,20-29F,0
199009,30-39F,0
199009,40-49F,0
199009,50-59F,0
199009,60-69F,0
199009,70-79F,14
199009,80-89F,12
199009,90-99F,4
199009,>100F,0
199010,20-29F,0
199010,30-39F,0
199010,40-49F,0
199010,50-59F,0
199010,60-69F,6
199010,70-79F,16
199010,80-89F,9
199010,90-99F,0
199010,>100F,0
199011,20-29F,0
199011,30-39F,0
199011,40-49F,1
199011,50-59F,14
199011,60-69F,11
199011,70-79F,4
199011,80-89F,0
199011,90-99F,0
199011,>100F,0
199012,20-29F,1
199012,30-39F,3
199012,40-49F,12
199012,50-59F,15
199012,60-69F,0
199012,70-79F,0
199012,80-89F,0
199012,90-99F,0
199012,>100F,0
199101,20-29F,0
199101,30-39F,0
199101,40-49F,9
199101,50-59F,18
199101,60-69F,4
199101,70-79F,0
199101,80-89F,0
199101,90-99F,0
199101,>100F,0
199102,20-29F,0
199102,30-39F,0
199102,40-49F,0
199102,50-59F,9
199102,60-69F,18
199102,70-79F,1
199102,80-89F,0
199102,90-99F,0
199102,>100F,0
199103,20-29F,0
199103,30-39F,0
199103,40-49F,4
199103,50-59F,23
199103,60-69F,4
199103,70-79F,0
199103,80-89F,0
199103,90-99F,0
199103,>100F,0
199104,20-29F,0
199104,30-39F,0
199104,40-49F,0
199104,50-59F,8
199104,60-69F,16
199104,70-79F,6
199104,80-89F,0
199104,90-99F,0
199104,>100F,0
199105,20-29F,0
199105,30-39F,0
199105,40-49F,0
199105,50-59F,5
199105,60-69F,12
199105,70-79F,11
199105,80-89F,3
199105,90-99F,0
199105,>100F,0
199106,20-29F,0
199106,30-39F,0
199106,40-49F,0
199106,50-59F,1
199106,60-69F,8
199106,70-79F,10
199106,80-89F,10
199106,90-99F,1
199106,>100F,0
199107,20-29F,0
199107,30-39F,0
199107,40-49F,0
199107,50-59F,0
199107,60-69F,0
199107,70-79F,11
199107,80-89F,13
199107,90-99F,4
199107,>100F,3
199108,20-29F,0
199108,30-39F,0
199108,40-49F,0
199108,50-59F,0
199108,60-69F,3
199108,70-79F,14
199108,80-89F,13
199108,90-99F,1
199108,>100F,0
199109,20-29F,0
199109,30-39F,0
199109,40-49F,0
199109,50-59F,0
199109,60-69F,1
199109,70-79F,7
199109,80-89F,14
199109,90-99F,8
199109,>100F,0
199110,20-29F,0
199110,30-39F,0
199110,40-49F,0
199110,50-59F,5
199110,60-69F,5
199110,70-79F,2
199110,80-89F,13
199110,90-99F,6
199110,>100F,0
199111,20-29F,0
199111,30-39F,0
199111,40-49F,0
199111,50-59F,13
199111,60-69F,13
199111,70-79F,4
199111,80-89F,0
199111,90-99F,0
199111,>100F,0
199112,20-29F,0
199112,30-39F,2
199112,40-49F,9
199112,50-59F,20
199112,60-69F,0
199112,70-79F,0
199112,80-89F,0
199112,90-99F,0
199112,>100F,0
199201,20-29F,0
199201,30-39F,4
199201,40-49F,12
199201,50-59F,15
199201,60-69F,0
199201,70-79F,0
199201,80-89F,0
199201,90-99F,0
199201,>100F,0
199202,20-29F,0
199202,30-39F,0
199202,40-49F,1
199202,50-59F,18
199202,60-69F,10
199202,70-79F,0
199202,80-89F,0
199202,90-99F,0
199202,>100F,0
199203,20-29F,0
199203,30-39F,0
199203,40-49F,0
199203,50-59F,15
199203,60-69F,16
199203,70-79F,0
199203,80-89F,0
199203,90-99F,0
199203,>100F,0
199204,20-29F,0
199204,30-39F,0
199204,40-49F,0
199204,50-59F,0
199204,60-69F,15
199204,70-79F,12
199204,80-89F,3
199204,90-99F,0
199204,>100F,0
199205,20-29F,0
199205,30-39F,0
199205,40-49F,0
199205,50-59F,0
199205,60-69F,1
199205,70-79F,16
199205,80-89F,14
199205,90-99F,0
199205,>100F,0
199206,20-29F,0
199206,30-39F,0
199206,40-49F,0
199206,50-59F,0
199206,60-69F,7
199206,70-79F,12
199206,80-89F,10
199206,90-99F,1
199206,>100F,0
199207,20-29F,0
199207,30-39F,0
199207,40-49F,0
199207,50-59F,0
199207,60-69F,1
199207,70-79F,8
199207,80-89F,19
199207,90-99F,3
199207,>100F,0
199208,20-29F,0
199208,30-39F,0
199208,40-49F,0
199208,50-59F,0
199208,60-69F,0
199208,70-79F,8
199208,80-89F,9
199208,90-99F,14
199208,>100F,0
199209,20-29F,0
199209,30-39F,0
199209,40-49F,0
199209,50-59F,0
199209,60-69F,1
199209,70-79F,9
199209,80-89F,17
199209,90-99F,3
199209,>100F,0
199210,20-29F,0
199210,30-39F,0
199210,40-49F,0
199210,50-59F,3
199210,60-69F,7
199210,70-79F,12
199210,80-89F,8
199210,90-99F,1
199210,>100F,0
199211,20-29F,0
199211,30-39F,0
199211,40-49F,2
199211,50-59F,11
199211,60-69F,12
199211,70-79F,5
199211,80-89F,0
199211,90-99F,0
199211,>100F,0
199212,20-29F,0
199212,30-39F,3
199212,40-49F,12
199212,50-59F,16
199212,60-69F,0
199212,70-79F,0
199212,80-89F,0
199212,90-99F,0
199212,>100F,0
199301,20-29F,0
199301,30-39F,3
199301,40-49F,13
199301,50-59F,14
199301,60-69F,1
199301,70-79F,0
199301,80-89F,0
199301,90-99F,0
199301,>100F,0
199302,20-29F,0
199302,30-39F,0
199302,40-49F,4
199302,50-59F,23
