YearMonth,temp_bins,0
199210,60-69F,9
199210,70-79F,14
199210,80-89F,8
199210,90-99F,0
199210,>100F,0
199211,30-39F,0
199211,40-49F,0
199211,50-59F,6
199211,60-69F,19
199211,70-79F,5
199211,80-89F,0
199211,90-99F,0
199211,>100F,0
199212,30-39F,0
199212,40-49F,6
199212,50-59F,24
199212,60-69F,1
199212,70-79F,0
199212,80-89F,0
199212,90-99F,0
199212,>100F,0
199301,30-39F,0
199301,40-49F,9
199301,50-59F,22
199301,60-69F,0
199301,70-79F,0
199301,80-89F,0
199301,90-99F,0
199301,>100F,0
199302,30-39F,0
199302,40-49F,1
199302,50-59F,24
199302,60-69F,3
199302,70-79F,0
199302,80-89F,0
199302,90-99F,0
199302,>100F,0
199303,30-39F,0
199303,40-49F,0
199303,50-59F,9
199303,60-69F,19
199303,70-79F,3
199303,80-89F,0
199303,90-99F,0
199303,>100F,0
199304,30-39F,0
199304,40-49F,0
199304,50-59F,1
199304,60-69F,25
199304,70-79F,4
199304,80-89F,0
199304,90-99F,0
199304,>100F,0
199305,30-39F,0
199305,40-49F,0
199305,50-59F,0
199305,60-69F,15
199305,70-79F,13
199305,80-89F,3
199305,90-99F,0
199305,>100F,0
199306,30-39F,0
199306,40-49F,0
199306,50-59F,0
199306,60-69F,6
199306,70-79F,11
199306,80-89F,8
199306,90-99F,5
199306,>100F,0
199307,30-39F,0
199307,40-49F,0
199307,50-59F,0
199307,60-69F,0
199307,70-79F,20
199307,80-89F,10
199307,90-99F,1
199307,>100F,0
199308,30-39F,0
199308,40-49F,0
199308,50-59F,0
199308,60-69F,3
199308,70-79F,13
199308,80-89F,10
199308,90-99F,5
199308,>100F,0
199309,30-39F,0
199309,40-49F,0
199309,50-59F,0
199309,60-69F,5
199309,70-79F,12
199309,80-89F,12
199309,90-99F,1
199309,>100F,0
199310,30-39F,0
199310,40-49F,0
199310,50-59F,0
199310,60-69F,10
199310,70-79F,18
199310,80-89F,3
199310,90-99F,0
199310,>100F,0
199311,30-39F,0
199311,40-49F,0
199311,50-59F,12
199311,60-69F,10
199311,70-79F,8
199311,80-89F,0
199311,90-99F,0
199311,>100F,0
199312,30-39F,0
199312,40-49F,8
199312,50-59F,20
199312,60-69F,3
199312,70-79F,0
199312,80-89F,0
199312,90-99F,0
199312,>100F,0
199401,30-39F,0
199401,40-49F,0
199401,50-59F,22
199401,60-69F,9
199401,70-79F,0
199401,80-89F,0
199401,90-99F,0
199401,>100F,0
199402,30-39F,0
199402,40-49F,2
199402,50-59F,23
199402,60-69F,3
199402,70-79F,0
199402,80-89F,0
199402,90-99F,0
199402,>100F,0
199403,30-39F,0
199403,40-49F,0
199403,50-59F,6
199403,60-69F,20
199403,70-79F,5
199403,80-89F,0
199403,90-99F,0
199403,>100F,0
199404,30-39F,0
199404,40-49F,0
